student_id,department,gender,attendance_rate,study_hours_per_week,previous_grade,socio_economic_band,final_grade,risk_category
1505,Business,Male,53,31.0,53,Low,71.36118754143074,Low Risk
1506,Health,Female,87,15.0,98,Medium,77.81361625484499,Low Risk
1507,Business,Female,70,11.0,79,Low,68.14322542448346,Low Risk
1508,IT,Female,70,0.0,37,Medium,36.57423604507801,High Risk
1509,Business,Female,56,7.0,72,High,46.31691000884084,High Risk
1510,IT,Male,99,12.0,76,Medium,55.54747907516192,Medium Risk
1511,Engineering,Female,63,14.0,74,Medium,58.776126594828696,Medium Risk
1512,IT,Female,91,7.0,84,Medium,70.56775401354679,Low Risk
1513,IT,Female,62,9.0,69,High,50.29771330399731,Medium Risk
1514,Arts,Male,57,4.0,58,Medium,41.969921582066576,High Risk
1515,Health,Male,89,18.0,51,High,66.87816152584024,Low Risk
1516,Health,Female,93,10.0,74,Medium,58.7082457545011,Medium Risk
1517,Engineering,Male,53,19.0,78,Low,67.8394153798329,Low Risk
1518,Engineering,Male,89,19.0,57,Medium,77.37273074001023,Low Risk
1519,Health,Male,54,20.0,40,Low,51.163119888639564,Medium Risk
1520,Arts,Female,54,17.0,55,High,47.3756134690062,High Risk
1521,Health,Female,45,9.0,69,High,47.15039383786816,High Risk
1522,Arts,Male,66,33.0,63,Medium,64.80369534834679,Medium Risk
1523,Engineering,Female,54,25.0,41,High,60.071419583859694,Medium Risk
1524,Business,Female,89,29.0,87,Medium,91.76364626589147,Low Risk
1525,Engineering,Male,75,8.0,71,High,66.20381776307336,Low Risk
1526,Engineering,Male,94,30.0,57,Low,79.98603124460026,Low Risk
1527,IT,Female,47,3.0,42,High,34.55091202887881,High Risk
1528,IT,Male,54,5.0,82,Low,45.23227138568459,High Risk
1529,IT,Female,42,13.0,44,Medium,40.161437276849526,High Risk
1530,IT,Female,86,3.0,58,Medium,40.2488873800268,High Risk
1531,Arts,Male,52,17.0,81,Medium,70.2812622723006,Low Risk
1532,Health,Female,80,16.0,87,Low,70.21814507888863,Low Risk
1533,Business,Female,73,18.0,73,Medium,69.04519859653338,Low Risk
1534,Engineering,Male,63,5.0,40,Medium,34.658418718004164,High Risk
1535,Arts,Male,79,28.0,55,Low,74.25007210585055,Low Risk
1536,Business,Male,71,10.0,70,High,54.799719666354,Medium Risk
1537,Arts,Female,71,15.0,37,Medium,48.76100367020292,High Risk
1538,Arts,Male,69,29.0,76,High,79.68217395577818,Low Risk
1539,Engineering,Male,91,24.0,79,High,81.59313765390206,Low Risk
1540,Health,Male,88,10.0,78,Medium,69.26704423430982,Low Risk
1541,IT,Male,52,17.0,67,Medium,44.92614179522099,High Risk
1542,Health,Female,40,25.0,94,Low,70.30068790526198,Low Risk
1543,Engineering,Female,73,21.0,60,Low,64.91515532947665,Medium Risk
1544,Engineering,Male,54,24.0,55,Medium,57.56201529895405,Medium Risk
1545,Engineering,Female,83,18.0,36,High,55.14053343859997,Medium Risk
1546,Business,Male,53,30.0,81,Low,89.43695227843939,Low Risk
1547,Health,Male,96,25.0,64,Low,73.2239274358248,Low Risk
1548,Health,Female,68,22.0,61,Medium,64.27806199672415,Medium Risk
1549,Arts,Female,73,12.0,54,Medium,51.67506802038186,Medium Risk
1550,Arts,Male,57,24.0,84,Medium,71.41697032653362,Low Risk
1551,Arts,Male,93,1.0,57,Medium,46.962564146729626,High Risk
1552,Engineering,Female,46,1.0,47,Low,33.025440607326,High Risk
1553,Health,Male,68,17.0,38,Low,39.93894939164923,High Risk
1554,Engineering,Female,94,17.0,48,Low,60.02302883519202,Medium Risk
1555,Business,Male,70,27.0,54,High,73.39549679785318,Low Risk
1556,Arts,Male,64,12.0,47,Low,41.39277048362119,High Risk
1557,Engineering,Female,77,34.0,37,Low,59.835536362285595,Medium Risk
1558,Engineering,Female,53,12.0,81,Medium,51.587567123151594,Medium Risk
1559,Business,Female,47,30.0,37,Low,58.59400123143726,Medium Risk
1560,IT,Female,66,20.0,35,Low,69.53175139214464,Low Risk
1561,Health,Female,93,31.0,58,Low,85.55954178984564,Low Risk
1562,IT,Female,41,17.0,69,Medium,61.904462104911254,Medium Risk
1563,Arts,Female,56,7.0,48,Low,37.16206697059433,High Risk
1564,Engineering,Male,76,1.0,47,Low,40.0307253823621,High Risk
1565,Business,Male,53,31.0,81,High,79.87210132578858,Low Risk
1566,Business,Male,64,27.0,84,High,70.41150683813746,Low Risk
1567,Health,Female,95,0.0,60,High,48.690058632137635,High Risk
1568,IT,Female,69,9.0,37,High,39.24416517433676,High Risk
1569,Health,Female,68,3.0,85,Medium,46.82744862438609,High Risk
1570,Engineering,Male,59,34.0,74,High,82.55757388019373,Low Risk
1571,Health,Female,60,9.0,70,Low,57.04326304065693,Medium Risk
1572,Business,Female,92,10.0,85,High,73.3962476617697,Low Risk
1573,Business,Male,61,13.0,35,Medium,48.296318106803255,High Risk
1574,Arts,Female,74,11.0,67,High,54.76578280115842,Medium Risk
1575,Arts,Male,76,16.0,41,High,59.03729856878103,Medium Risk
1576,Engineering,Male,55,15.0,86,Medium,64.95432662862572,Medium Risk
1577,IT,Female,89,34.0,45,Medium,80.65365129771207,Low Risk
1578,Health,Female,97,1.0,61,Medium,47.87984126978921,High Risk
1579,Engineering,Female,88,10.0,48,Medium,51.218743235950825,Medium Risk
1580,Arts,Male,82,2.0,80,Medium,55.24332161674732,Medium Risk
1581,Health,Male,56,28.0,44,Medium,77.63924680191302,Low Risk
1582,Arts,Male,55,17.0,58,Low,57.30745488054834,Medium Risk
1583,Health,Female,97,19.0,95,High,79.58286898649828,Low Risk
1584,IT,Female,94,13.0,52,High,55.70566333018335,Medium Risk
1585,Engineering,Female,41,33.0,43,Medium,60.699400324062786,Medium Risk
1586,Health,Female,43,30.0,51,Medium,76.8137606852944,Low Risk
1587,Business,Male,60,17.0,92,Low,66.50446012432424,Low Risk
1588,Business,Male,78,29.0,47,Low,77.19122320766171,Low Risk
1589,Health,Male,73,24.0,84,Medium,75.44443052717186,Low Risk
1590,Health,Male,69,18.0,40,Low,56.067107247677775,Medium Risk
1591,Health,Female,45,7.0,85,Low,55.700471644052335,Medium Risk
1592,Business,Female,56,27.0,70,Medium,67.56858290114046,Low Risk
1593,Business,Female,78,7.0,59,Medium,47.90333007508338,High Risk
1594,Health,Male,64,30.0,45,Medium,77.90321816673196,Low Risk
1595,Arts,Male,44,2.0,78,Medium,48.60755736937479,High Risk
1596,Arts,Female,44,2.0,48,High,36.94403391214436,High Risk
1597,IT,Female,59,21.0,63,High,67.57365775873748,Low Risk
1598,Engineering,Male,55,16.0,84,Medium,66.25745292986639,Low Risk
1599,Arts,Female,90,16.0,39,Low,70.35665487905038,Low Risk
1600,Business,Male,80,13.0,91,Medium,70.41344981126294,Low Risk
1601,Arts,Male,76,8.0,60,High,56.06357420320551,Medium Risk
1602,IT,Male,79,29.0,40,Low,60.894522428435934,Medium Risk
1603,IT,Female,48,20.0,50,High,48.95023588045255,High Risk
1604,Engineering,Female,44,11.0,94,Medium,50.99508600098975,Medium Risk
1605,Arts,Male,81,31.0,46,High,82.1443815010969,Low Risk
1606,Business,Female,96,10.0,37,High,37.434759087875506,High Risk
1607,Business,Male,41,19.0,97,High,64.73613986348366,Medium Risk
1608,Health,Male,48,17.0,98,Low,68.13776038403626,Low Risk
1609,Business,Male,82,10.0,96,High,64.21227262710865,Medium Risk
1610,Engineering,Male,75,7.0,40,Low,41.25430630160881,High Risk
1611,Engineering,Female,61,3.0,53,Medium,48.45922656276426,High Risk
1612,Business,Male,61,26.0,52,Medium,67.47976763532874,Low Risk
1613,Business,Male,61,29.0,77,High,72.1511508600262,Low Risk
1614,Health,Female,73,26.0,37,Low,69.84578231839095,Low Risk
1615,Business,Male,94,20.0,72,Medium,75.50699352717855,Low Risk
1616,Health,Male,68,19.0,78,Low,68.82540115224351,Low Risk
1617,Health,Female,77,3.0,97,Low,53.13397095336804,Medium Risk
1618,Business,Female,98,10.0,76,High,61.05991771658117,Medium Risk
1619,IT,Female,85,12.0,98,High,68.04941620032686,Low Risk
1620,IT,Male,72,17.0,88,Low,61.47876763892513,Medium Risk
1621,Health,Female,57,3.0,71,Low,45.71731436188404,High Risk
1622,Business,Female,46,11.0,38,High,48.46455598114427,High Risk
1623,IT,Male,40,8.0,36,Low,35.71033100762701,High Risk
1624,Business,Male,72,12.0,78,High,45.85460583796735,High Risk
1625,Business,Male,40,25.0,96,Low,74.67585192723014,Low Risk
1626,Business,Male,63,12.0,35,High,35.6499018629948,High Risk
1627,Arts,Male,43,27.0,51,Low,54.654174452330786,Medium Risk
1628,Business,Female,43,18.0,50,High,45.32698316964202,High Risk
1629,Arts,Female,57,23.0,43,Low,53.469970058926194,Medium Risk
1630,Health,Female,66,18.0,87,Medium,61.79910364775818,Medium Risk
1631,IT,Male,82,12.0,93,Medium,71.57089202071371,Low Risk
1632,IT,Male,98,12.0,43,Low,49.18518628945424,High Risk
1633,IT,Male,71,27.0,46,Medium,69.24000564349907,Low Risk
1634,IT,Female,72,1.0,75,Low,62.371826462369775,Medium Risk
1635,IT,Female,67,9.0,49,Low,39.17384564639562,High Risk
1636,IT,Male,81,21.0,45,Medium,61.44293817396466,Medium Risk
1637,IT,Female,80,12.0,42,Low,36.75925582492519,High Risk
1638,Health,Male,94,8.0,89,High,66.34438824217919,Low Risk
1639,Business,Female,75,32.0,40,Low,75.5563029157889,Low Risk
1640,Engineering,Female,99,13.0,87,Low,78.77383538814361,Low Risk
1641,Arts,Female,45,19.0,54,Medium,53.76418238170458,Medium Risk
1642,Engineering,Male,55,14.0,73,High,62.78558054855386,Medium Risk
1643,Engineering,Female,73,31.0,68,Low,95.07632721565675,Low Risk
1644,Business,Female,62,32.0,91,Low,95.9238281246256,Low Risk
1645,Business,Male,89,16.0,53,Low,59.71487442354218,Medium Risk
1646,Business,Female,81,23.0,65,Low,63.64337608119956,Medium Risk
1647,IT,Male,63,29.0,74,Low,74.26309150055718,Low Risk
1648,Health,Male,95,12.0,48,Low,52.81810340629591,Medium Risk
1649,IT,Male,88,15.0,71,High,70.4580852871878,Low Risk
1650,Health,Male,52,1.0,78,High,36.91283876342301,High Risk
1651,Health,Male,95,16.0,43,Low,60.71306540445794,Medium Risk
1652,Engineering,Female,57,31.0,92,Low,88.42808432721787,Low Risk
1653,Engineering,Male,93,17.0,54,Medium,53.89582476309694,Medium Risk
1654,Health,Male,52,17.0,84,High,41.52211706351322,High Risk
1655,Health,Male,88,11.0,54,High,64.44888434551414,Medium Risk
1656,IT,Male,76,19.0,70,Low,56.92611433147704,Medium Risk
1657,IT,Female,82,15.0,61,High,60.48322966473522,Medium Risk
1658,Engineering,Male,78,13.0,66,High,60.55003985971199,Medium Risk
1659,Business,Female,81,15.0,35,Medium,53.145451950397785,Medium Risk
1660,Health,Male,56,32.0,51,Medium,70.93297633646849,Low Risk
1661,IT,Female,54,17.0,43,High,66.81263891885696,Low Risk
1662,Engineering,Male,57,11.0,79,High,56.6375553657279,Medium Risk
1663,IT,Male,62,14.0,66,High,54.89165030713791,Medium Risk
1664,Health,Female,93,17.0,79,Low,71.80446393204183,Low Risk
1665,Health,Male,90,27.0,43,Medium,68.08090518776987,Low Risk
1666,Arts,Female,69,22.0,64,Low,72.02525994596118,Low Risk
1667,Business,Male,97,13.0,72,Medium,64.7208291231409,Medium Risk
1668,Arts,Female,73,17.0,94,Medium,91.78062665404947,Low Risk
1669,Engineering,Male,97,32.0,35,Medium,76.66399449355923,Low Risk
1670,IT,Male,43,14.0,39,High,38.82247115886322,High Risk
1671,Engineering,Female,42,6.0,97,Medium,56.86044329446481,Medium Risk
1672,Health,Male,46,14.0,70,Low,49.335276451661294,High Risk
1673,Arts,Male,95,10.0,99,Medium,77.97910424436928,Low Risk
1674,Arts,Male,57,28.0,58,Low,69.4763567271507,Low Risk
1675,Arts,Male,81,30.0,38,Medium,67.02205186544847,Low Risk
1676,Engineering,Male,46,24.0,59,Medium,64.02180889200734,Medium Risk
1677,Health,Male,79,23.0,41,High,66.62953835413182,Low Risk
1678,IT,Female,45,18.0,47,Low,56.69511763485975,Medium Risk
1679,IT,Female,61,1.0,77,Medium,52.146882074455775,Medium Risk
1680,Engineering,Female,97,21.0,91,Medium,86.99764412435769,Low Risk
1681,Arts,Male,40,19.0,70,Low,50.63445429274743,Medium Risk
1682,Business,Female,43,32.0,48,Medium,79.59152192904435,Low Risk
1683,Engineering,Male,85,17.0,61,High,46.128302733569136,High Risk
1684,Engineering,Male,88,24.0,71,Low,83.34557904569385,Low Risk
1685,Health,Male,91,8.0,59,High,59.33770290131779,Medium Risk
1686,IT,Male,89,33.0,38,Low,69.25514576511333,Low Risk
1687,Engineering,Female,82,22.0,50,Low,65.554194366729,Low Risk
1688,Engineering,Male,68,4.0,53,Low,42.877482682532154,High Risk
1689,Arts,Female,60,24.0,63,Medium,74.28349629486314,Low Risk
1690,Arts,Male,65,7.0,85,Low,52.67013459831873,Medium Risk
1691,Business,Female,53,15.0,52,Low,49.02832996145387,High Risk
1692,Health,Female,48,14.0,92,Low,47.98358236987242,High Risk
1693,Business,Female,98,0.0,78,High,67.10857675874146,Low Risk
1694,Arts,Female,86,21.0,50,Low,59.97719054187958,Medium Risk
1695,IT,Female,51,2.0,99,Medium,54.11146518543505,Medium Risk
1696,Arts,Female,81,17.0,36,Low,50.59155302166882,Medium Risk
1697,Health,Male,90,17.0,90,Low,76.61199419929996,Low Risk
1698,Arts,Female,95,17.0,62,High,73.75917190922526,Low Risk
1699,Health,Male,90,2.0,99,Medium,73.8775747618218,Low Risk
1700,Health,Female,45,9.0,39,Medium,38.55896201965195,High Risk
1701,Health,Male,59,0.0,56,Medium,41.23046810578315,High Risk
1702,Health,Female,63,26.0,47,Low,65.92334922036224,Low Risk
1703,Health,Female,66,26.0,99,Low,89.15518854358376,Low Risk
1704,IT,Male,77,10.0,50,Medium,48.822501723082034,High Risk
1705,Business,Female,47,4.0,98,Medium,59.25234332649848,Medium Risk
1706,Engineering,Female,40,6.0,66,High,48.3629991938843,High Risk
1707,Business,Female,93,18.0,85,Medium,83.94522205209745,Low Risk
1708,Health,Male,88,28.0,92,Low,85.43911279598115,Low Risk
1709,IT,Female,88,14.0,80,Low,68.78997419457686,Low Risk
1710,Arts,Male,63,34.0,86,Low,87.83680193268262,Low Risk
1711,IT,Female,86,11.0,97,High,63.62494773102596,Medium Risk
1712,Health,Female,46,29.0,94,Medium,88.16952124851608,Low Risk
1713,IT,Male,58,19.0,99,Low,72.87634079898694,Low Risk
1714,IT,Female,61,2.0,89,High,53.35356732562833,Medium Risk
1715,Health,Female,96,8.0,91,High,65.98797336163678,Low Risk
1716,IT,Male,94,25.0,60,Low,68.73873464379787,Low Risk
1717,Engineering,Female,99,1.0,46,High,43.27582068715137,High Risk
1718,Engineering,Male,74,22.0,80,High,75.71522512580154,Low Risk
1719,IT,Male,69,22.0,81,Low,77.29057287652216,Low Risk
1720,Arts,Male,68,20.0,72,High,68.57074924361632,Low Risk
1721,Health,Female,61,15.0,55,Low,56.1303440974517,Medium Risk
1722,Engineering,Male,50,8.0,48,Low,38.577841751911734,High Risk
1723,Arts,Male,59,12.0,36,High,46.47749139747257,High Risk
1724,IT,Female,68,27.0,67,Low,82.44699719831544,Low Risk
1725,Arts,Male,90,26.0,40,Low,73.82873665463391,Low Risk
1726,Business,Female,80,17.0,71,Medium,71.30725132951763,Low Risk
1727,Engineering,Female,81,0.0,48,Low,42.86409839583978,High Risk
1728,IT,Female,73,17.0,71,Medium,56.431069582402394,Medium Risk
1729,Health,Female,40,8.0,42,Medium,29.23200081621254,High Risk
1730,IT,Male,70,12.0,47,Medium,53.379254803983066,Medium Risk
1731,Health,Male,69,14.0,74,Medium,61.93436568823949,Medium Risk
1732,IT,Male,87,3.0,92,High,64.23905731883696,Medium Risk
1733,Arts,Male,57,32.0,52,High,80.55854050706444,Low Risk
1734,Arts,Male,94,17.0,91,Low,89.706215995376,Low Risk
1735,Arts,Female,97,9.0,72,Low,71.75331723445693,Low Risk
1736,Business,Male,56,19.0,66,Low,61.36808833682438,Medium Risk
1737,Health,Male,77,10.0,59,High,49.90670593509336,High Risk
1738,Arts,Male,53,11.0,92,Medium,59.85280304471395,Medium Risk
1739,Business,Female,62,17.0,67,High,55.92148911768517,Medium Risk
1740,Health,Female,64,29.0,64,High,82.84976974063468,Low Risk
1741,IT,Male,54,19.0,68,Low,65.64234645921282,Low Risk
1742,Business,Female,85,24.0,82,Low,83.72307497976969,Low Risk
1743,Engineering,Male,95,11.0,74,Low,73.91565921336863,Low Risk
1744,Business,Male,61,20.0,85,Medium,57.92966151286065,Medium Risk
1745,Business,Female,42,24.0,47,Medium,58.97882770805596,Medium Risk
1746,Health,Female,95,10.0,65,High,54.386125294173766,Medium Risk
1747,IT,Male,94,8.0,73,Medium,62.50646580920603,Medium Risk
1748,Engineering,Male,58,24.0,97,Low,75.87975444519671,Low Risk
1749,Arts,Female,96,34.0,82,Medium,98.87041967258169,Low Risk
1750,Arts,Male,83,31.0,82,Medium,89.06912373376572,Low Risk
1751,Business,Female,73,13.0,95,Medium,77.52070304167073,Low Risk
1752,Health,Male,74,0.0,46,Medium,34.68861703440432,High Risk
1753,Health,Female,89,16.0,90,Low,80.0546863377997,Low Risk
1754,Arts,Male,40,24.0,52,Low,57.57333930139299,Medium Risk
1755,Engineering,Male,91,7.0,61,High,46.538258379570685,High Risk
1756,IT,Female,60,17.0,62,High,38.588301248861804,High Risk
1757,Engineering,Male,68,4.0,86,High,54.00073179886699,Medium Risk
1758,IT,Male,45,34.0,50,Medium,75.07375469935037,Low Risk
1759,Arts,Female,76,18.0,92,Medium,77.58233834534269,Low Risk
1760,IT,Male,40,22.0,43,Low,44.244995056715716,High Risk
1761,Health,Male,90,8.0,60,High,55.95810263171704,Medium Risk
1762,Business,Male,40,29.0,62,Low,77.7068386927582,Low Risk
1763,Business,Female,66,15.0,70,High,61.467340009045145,Medium Risk
1764,Arts,Female,60,32.0,43,High,66.28604654956563,Low Risk
1765,Health,Female,92,1.0,81,High,60.00043784453732,Medium Risk
1766,Engineering,Male,55,13.0,85,Medium,65.13035847749181,Low Risk
1767,Health,Male,83,0.0,91,High,54.01298991511965,Medium Risk
1768,Business,Male,98,17.0,66,High,83.01544864622862,Low Risk
1769,Business,Male,93,24.0,91,Medium,84.17666301997515,Low Risk
1770,Health,Female,79,15.0,88,High,75.31596561097663,Low Risk
1771,Health,Male,65,14.0,50,Medium,53.418158947827706,Medium Risk
1772,Business,Male,55,25.0,96,Medium,80.49180696231734,Low Risk
1773,Engineering,Male,67,15.0,90,Low,63.544898722994965,Medium Risk
1774,Arts,Female,40,13.0,57,Medium,41.32228169556284,High Risk
1775,Arts,Male,75,28.0,51,Medium,76.82298382795638,Low Risk
1776,Health,Male,49,23.0,72,Medium,64.72362171168704,Medium Risk
1777,Arts,Male,82,14.0,64,High,64.11020845259617,Medium Risk
1778,Business,Male,56,17.0,92,Low,66.96162743748089,Low Risk
1779,Business,Male,96,7.0,56,High,61.492360644081856,Medium Risk
1780,Health,Female,98,33.0,51,Medium,79.90314011982207,Low Risk
1781,Health,Male,62,1.0,49,Medium,36.036392560594706,High Risk
1782,Health,Male,46,26.0,82,Low,75.81595687621879,Low Risk
1783,Engineering,Male,83,9.0,66,Low,64.9378061949856,Medium Risk
1784,Arts,Male,92,34.0,74,Medium,87.7574442538399,Low Risk
1785,Health,Male,46,22.0,91,Medium,81.6081038917353,Low Risk
1786,IT,Male,83,7.0,92,High,66.6794501621617,Low Risk
1787,IT,Male,54,27.0,50,Medium,57.14243042914758,Medium Risk
1788,Business,Male,73,22.0,62,High,70.01431229153981,Low Risk
1789,Arts,Male,85,3.0,35,Low,38.752004713099254,High Risk
1790,Health,Male,84,13.0,75,High,68.35441092309907,Low Risk
1791,IT,Female,43,28.0,82,Medium,72.14286251403797,Low Risk
1792,Arts,Female,53,0.0,65,High,39.095642141140864,High Risk
1793,Business,Female,53,3.0,70,High,38.23043974048312,High Risk
1794,Engineering,Female,55,31.0,67,Low,79.99036738429817,Low Risk
1795,Arts,Male,46,32.0,67,High,65.51323579709381,Low Risk
1796,Arts,Female,71,25.0,57,Medium,62.09741062757003,Medium Risk
1797,Engineering,Female,58,16.0,94,High,70.10416209488493,Low Risk
1798,Arts,Male,41,22.0,64,High,68.51706548306781,Low Risk
1799,Business,Female,49,31.0,79,High,74.33444141761355,Low Risk
1800,Business,Female,89,14.0,73,Medium,71.8558339362238,Low Risk
1801,Engineering,Male,56,12.0,79,High,64.09004106118128,Medium Risk
1802,Health,Male,76,1.0,46,Medium,44.888106623764415,High Risk
1803,IT,Male,51,18.0,66,High,56.332750264957916,Medium Risk
1804,Health,Female,45,23.0,90,Low,63.753719696835546,Medium Risk
1805,Arts,Female,61,23.0,58,Low,50.65471460597186,Medium Risk
1806,IT,Male,71,10.0,47,Low,47.17295700322564,High Risk
1807,Engineering,Male,80,21.0,54,Medium,73.06852421137305,Low Risk
1808,Engineering,Female,59,14.0,90,Medium,57.85500409142839,Medium Risk
1809,IT,Male,40,9.0,87,Medium,56.55125908511259,Medium Risk
1810,Business,Female,93,26.0,88,High,81.59908481968877,Low Risk
1811,IT,Male,86,8.0,68,Medium,59.03643545832102,Medium Risk
1812,Arts,Male,92,27.0,62,Medium,83.24674968493011,Low Risk
1813,Business,Female,97,0.0,84,Medium,54.543027378969434,Medium Risk
1814,Engineering,Male,45,16.0,36,Medium,44.72290808418149,High Risk
1815,IT,Male,58,30.0,60,Low,68.90945197964804,Low Risk
1816,Health,Male,57,9.0,85,High,60.980891953629055,Medium Risk
1817,Health,Female,45,28.0,81,Low,74.06190301090783,Low Risk
1818,Arts,Male,84,17.0,60,High,65.23904604657561,Low Risk
1819,Health,Male,72,5.0,95,High,69.70009976085186,Low Risk
1820,IT,Male,62,11.0,57,Low,54.62383685420981,Medium Risk
1821,IT,Male,62,13.0,71,Medium,53.60788880324227,Medium Risk
1822,Health,Male,65,9.0,75,Low,55.13481659521343,Medium Risk
1823,IT,Male,52,19.0,86,High,66.14460728952203,Low Risk
1824,Arts,Female,46,14.0,83,High,58.73191743575127,Medium Risk
1825,Business,Female,54,30.0,61,Medium,85.69705565964497,Low Risk
1826,Arts,Male,83,6.0,40,Low,47.725111356265984,High Risk
1827,Arts,Female,66,9.0,58,High,37.78458457937134,High Risk
1828,IT,Female,65,9.0,72,Low,51.34320616969821,Medium Risk
1829,Business,Male,72,27.0,62,Medium,61.40576747502515,Medium Risk
1830,IT,Female,54,29.0,62,Medium,67.82121045772496,Low Risk
1831,Engineering,Female,75,2.0,95,High,46.02613862164144,High Risk
1832,IT,Female,84,14.0,80,Medium,63.37045717358944,Medium Risk
1833,IT,Female,94,20.0,77,High,68.02567082219528,Low Risk
1834,IT,Female,66,11.0,93,High,66.75496106780486,Low Risk
1835,Business,Female,96,3.0,36,Medium,44.70323617577327,High Risk
1836,IT,Female,44,8.0,49,Medium,40.96777384499239,High Risk
1837,Business,Female,41,27.0,71,Low,66.22269166858884,Low Risk
1838,Health,Male,94,22.0,54,Low,62.93421349877349,Medium Risk
1839,Engineering,Male,97,21.0,69,High,79.4311282155284,Low Risk
1840,Business,Female,72,23.0,68,Low,82.23334736161671,Low Risk
1841,Health,Female,55,25.0,65,High,69.20527547163928,Low Risk
1842,Business,Male,62,29.0,53,Medium,66.4944524040946,Low Risk
1843,Business,Female,77,32.0,58,Medium,70.03159694336732,Low Risk
1844,Engineering,Female,94,15.0,73,Low,64.8015981754402,Medium Risk
1845,Arts,Male,55,21.0,88,High,73.11823793943236,Low Risk
1846,Arts,Male,53,17.0,73,High,66.58870816079624,Low Risk
1847,Business,Male,68,6.0,51,Low,46.415197048331855,High Risk
1848,IT,Female,65,25.0,53,High,70.3493237382359,Low Risk
1849,Health,Female,74,7.0,82,High,62.846069464163456,Medium Risk
1850,IT,Male,54,17.0,69,Medium,48.8892063483155,High Risk
1851,IT,Male,42,29.0,66,High,63.64915842843246,Medium Risk
1852,Business,Female,62,22.0,81,High,72.19354107185092,Low Risk
1853,Business,Male,68,31.0,81,High,77.75973317670716,Low Risk
1854,Business,Female,73,21.0,98,Low,79.4045737177486,Low Risk
1855,Business,Female,72,8.0,80,Low,60.38518118640146,Medium Risk
1856,Arts,Male,80,30.0,69,Low,91.22270284432113,Low Risk
1857,Business,Male,80,6.0,51,High,40.591608153794205,High Risk
1858,Arts,Female,62,8.0,76,High,56.88904578594783,Medium Risk
1859,Arts,Male,46,12.0,63,Low,57.93741954974156,Medium Risk
1860,Business,Male,42,2.0,51,Low,37.20308659503278,High Risk
1861,Engineering,Male,97,34.0,48,High,88.29767265695024,Low Risk
1862,Health,Male,71,32.0,58,High,80.32616941120688,Low Risk
1863,IT,Female,70,20.0,91,Medium,82.64000693865249,Low Risk
1864,Arts,Female,57,30.0,84,Low,72.9751309913258,Low Risk
1865,Health,Female,82,33.0,91,High,84.43444000417853,Low Risk
1866,Engineering,Female,46,31.0,95,Low,81.11199515720847,Low Risk
1867,IT,Male,80,34.0,73,Low,73.98302737856974,Low Risk
1868,IT,Male,40,14.0,89,Low,65.93387482506806,Low Risk
1869,Arts,Female,53,31.0,70,Medium,81.82429117297265,Low Risk
1870,Business,Female,91,5.0,71,High,55.04989666949284,Medium Risk
1871,Engineering,Male,71,20.0,48,High,57.875376420036936,Medium Risk
1872,Arts,Female,45,32.0,61,Low,69.61591514909597,Low Risk
1873,Engineering,Female,78,31.0,65,High,80.56212390263772,Low Risk
1874,Business,Male,49,18.0,78,Medium,62.56304351516571,Medium Risk
1875,Business,Female,46,32.0,82,Low,81.04939264126982,Low Risk
1876,Arts,Male,65,27.0,91,Medium,80.01424188194913,Low Risk
1877,Business,Male,73,30.0,56,Medium,80.15915982086676,Low Risk
1878,Health,Female,69,20.0,38,High,58.67568666275182,Medium Risk
1879,IT,Male,75,33.0,80,High,83.1582193247642,Low Risk
1880,Arts,Female,60,14.0,93,Medium,73.96067600682458,Low Risk
1881,Engineering,Male,99,13.0,68,High,59.65045808326508,Medium Risk
1882,Health,Female,56,18.0,45,Medium,51.79700513507114,Medium Risk
1883,Arts,Female,72,14.0,65,Medium,65.5515044064528,Low Risk
1884,Business,Female,49,5.0,45,Low,31.611561370527127,High Risk
1885,Business,Male,90,17.0,90,Medium,69.1573338806029,Low Risk
1886,Business,Male,86,19.0,72,Medium,75.16003758199429,Low Risk
1887,Business,Female,81,33.0,55,High,74.68685679211256,Low Risk
1888,Engineering,Male,90,25.0,44,Low,69.46513368243579,Low Risk
1889,Health,Female,51,17.0,60,High,54.06097701874474,Medium Risk
1890,IT,Female,95,27.0,42,Low,69.58957288900625,Low Risk
1891,Engineering,Male,55,8.0,42,High,53.81004911230465,Medium Risk
1892,Engineering,Female,80,31.0,94,Medium,86.42136187932715,Low Risk
1893,IT,Male,71,5.0,68,Low,56.62958176440729,Medium Risk
1894,IT,Female,54,13.0,50,Low,45.64319389871315,High Risk
1895,Business,Male,66,27.0,47,Low,59.43018286668831,Medium Risk
1896,Engineering,Female,67,23.0,56,Low,65.61688545893041,Low Risk
1897,Arts,Female,56,12.0,61,High,55.244560306325006,Medium Risk
1898,IT,Male,85,11.0,98,High,77.42305745039408,Low Risk
1899,IT,Female,98,18.0,36,Low,71.17359066393041,Low Risk
1900,Health,Female,89,17.0,60,Low,87.37147773961061,Low Risk
1901,Arts,Male,97,26.0,64,Low,81.60308522253358,Low Risk
1902,Arts,Female,41,18.0,42,High,42.82144695704767,High Risk
1903,IT,Male,75,23.0,72,Low,75.71724596076935,Low Risk
1904,Business,Female,89,25.0,95,Low,85.85272229756106,Low Risk
1905,Health,Male,46,27.0,99,Low,83.70579677911338,Low Risk
1906,Arts,Female,52,17.0,80,High,54.517014221805674,Medium Risk
